y,X
118.18869351480215,99.79529234051529
120.23327608983782,100.66318023159378
118.62777475265177,98.88369907650885
119.6097224299191,100.44894052679454
121.39150827240464,101.56173409838762
119.94915032720753,99.98784514442413
121.22000675625384,100.103847246762
121.20686883438057,100.1882836307444
120.12999307372677,100.59956729994188
122.42988909392176,100.7068241664386
119.91652230322246,100.37104760778827
118.50080512395002,98.3698360438783
123.02053579170352,101.74213919394167
116.82391452006347,98.66098760438783
122.04714661141381,102.5580279912164
117.89821805378324,98.58420414849682
119.34758161129614,99.27257895669247
120.14600257430331,100.28283640183653
122.36652539391166,101.414472547872
116.29710114579274,98.28840497107963
118.948035649806,101.00069408050668
118.32480018928234,99.5763603379563
124.70987064039863,103.6302196152701
115.55599995776038,95.71157482190132
123.66442522413078,103.28249535724804
116.46470835685861,97.16987545415017
123.52732800531399,102.84972565317736
116.94427765101415,97.9590189802908
121.78832342638832,101.83782319551362
119.61071566435602,99.68976891765188
118.25465150262693,99.56566398901693
117.67085873173771,99.55974887103085
119.26592943914865,98.02599436211548
120.88802144458363,99.91584428554532
119.5159194365873,99.21498274457745
122.07514739781087,101.26666082290832
118.41960464615387,97.59407076768882
122.30164255029206,102.28516343374062
115.9544582740155,96.8798404615799
124.26802305013551,103.14102630018576
112.9523979870474,94.81365752244913
126.68236417198419,104.4681652744601
113.83195165593062,94.43665572511179
124.1900910470809,104.0362739351402
114.2593673630214,95.06032320740292
125.28674538353751,104.73205886035153
115.07066438870487,96.11913113662101
123.26953309506948,102.7388954422512
118.11985645134362,97.86627975216844
124.55962088172443,103.2700904375472
115.79497785160612,97.12679529503828
124.11715584781372,102.83255834444778
116.62232999073395,97.43883588892592
122.29404090314283,103.30985929075375
118.44497158767757,98.34832125210725
119.11695933270022,100.56724931535842
117.16095549198862,97.94036917789298
123.29693533952079,101.8758523385545
120.10406961330044,99.07009604031653
119.96396796699204,100.17638923599056
120.42836359241525,100.70382977013855
119.11107856148179,99.35652130478655
118.91018060181236,100.62914018159628
122.19349516834825,100.1039894309136
120.13428197970708,100.7593745444178
119.47299973810199,98.36069405772956
121.63170107325712,101.45188202735156
116.89427375074946,96.38907229658645
125.03762357178593,102.59736609161129
116.47931528740291,96.44406854096869
125.46593391669431,101.86772860544485
119.59299992373522,99.39366694519461
123.25057828712784,101.26934125462277
119.58838293399887,99.54759472364866
121.47659892388366,101.40870819121
118.4042593526453,98.22907523655066
121.24662797737021,100.97155806204476
118.00648827474254,98.2044291361467
122.50291564633136,100.88980028480714
119.74868563027614,99.42207528950875
121.11828313743037,100.571448340363
118.62093088012,98.32797702736057
122.85927623225994,102.3215276112661
120.76819009242308,98.34423475551462
125.21092078533083,102.50092566604046
121.75887526602952,99.57404211190962
119.28863449538171,99.38584385157088
122.0492887035768,101.40333163232312
118.93080796330037,98.60542392969717
123.31160323843288,102.16753261531487
118.15062052005919,98.23743132665285
124.77842321393275,103.7557732437024
117.64462612397605,96.50487587608501
127.44606410145911,105.14930907394003
116.19547272181907,95.39523198576826
127.8384358842968,104.9395443686699
114.78612117300449,95.67251982188765
123.36202469537284,103.14620061180939
119.6006748666655,97.7533891872239
123.86182677404162,102.17462630429846
